Age (ka),Red Norm,Green Norm,Blue Norm,Grey Norm
525,1.216153295,1.351093162,1.498082766,1.331919285
526,1.184372799,1.329625061,1.443954072,1.30533807
527,1.057126949,1.222316355,1.304832726,1.189203593
528,0.89878187,1.064775423,1.131038618,1.028837353
529,0.78318687,0.951326443,0.998317835,0.91037978
530,0.913759316,1.063576653,1.087779428,1.025566441
531,0.981354306,1.151458269,1.160376225,1.107435974
532,1.119584025,1.240194247,1.24824633,1.207313685
533,0.655053116,0.844423486,0.902417599,0.797196329
534,0.827985861,1.005225587,1.066867405,0.963673594
535,1.101824569,1.257133884,1.303067544,1.220066596
536,0.832997825,1.056345949,1.183893011,1.010596637
537,0.809344711,1.080445722,1.188917652,1.019045041
538,1.071368324,1.254811555,1.383603866,1.219264892
539,0,0,0,0
540,0,0,0,0
541,0,0,0,0
542,0,0,0,0
543,0,0,0,0
544,0,0,0,0
545,0,0,0,0
546,0,0,0,0
547,0,0,0,0
548,0,0,0,0
549,0,0,0,0
550,0,0,0,0
551,0,0,0,0
552,0,0,0,0
553,0,0,0,0
554,0,0,0,0
555,0,0,0,0
556,0,0,0,0
557,0,0,0,0
558,0,0,0,0
559,0,0,0,0
560,0,0,0,0
561,0,0,0,0
562,0,0,0,0
563,0,0,0,0
564,0,0,0,0
565,0,0,0,0
566,0,0,0,0
567,0,0,0,0
568,0,0,0,0
569,0,0,0,0
570,0,0,0,0
571,0,0,0,0
572,0,0,0,0
573,0,0,0,0
574,0,0,0,0
575,0,0,0,0
576,0,0,0,0
577,0,0,0,0
578,0,0,0,0
579,0,0,0,0
580,0,0,0,0
581,0,0,0,0
582,0,0,0,0
583,0,0,0,0
584,0,0,0,0
585,0,0,0,0
586,0,0,0,0
587,0,0,0,0
588,0,0,0,0
589,0,0,0,0
590,0,0,0,0
591,1.223832741,1.350184086,1.475406012,1.331161926
592,1.244227487,1.335174131,1.445268087,1.32582612
593,1.285568652,1.374064423,1.4503504,1.36142699
594,1.26266101,1.37231149,1.417474579,1.348727862
595,1.296724787,1.422211694,1.424132565,1.388131216
596,1.275506268,1.411098169,1.412710081,1.374078736
597,1.178073257,1.318860302,1.315509257,1.280122423
598,0.645277086,0.76042098,0.786502668,0.729232268
599,1.0192888,1.187519006,1.168097866,1.139312504
600,1.163990533,1.299934713,1.321464924,1.265612782
602,1.110878236,1.17933508,1.346056328,1.182155152
604,0,0,0,0
606,0,0,0,0
608,0.149054873,0.27685563,0.366991125,0.247759131
610,0.884891707,0.974131085,1.068139243,0.960032957
612,1.22763014,1.30109266,1.387812728,1.291873983
614,1.22352662,1.295590865,1.375721685,1.285939193
616,1.325026339,1.445580922,1.441131631,1.412117536
618,1.325311817,1.437385942,1.421157669,1.404086932
620,1.291913648,1.4483139,1.424838779,1.403672507
622,1.230923495,1.340083156,1.352857957,1.311112382
624,1.236524858,1.373580181,1.299229095,1.327674669
626,0.978964082,1.101637679,1.109179684,1.068314104
628,1.163261999,1.238975094,1.167544632,1.213837958
630,0,0,0,0
632,0,0,0,0
634,0,0,0,0
636,0,0,0,0
638,0,0,0,0
640,0,0,0,0
642,0,0,0,0
644,0,0,0,0
646,0,0,0,0
648,0,0,0,0
650,0,0,0,0
652,0,0,0,0
654,0,0,0,0
656,0,0,0,0
658,0,0,0,0
660,0,0,0,0
662,0,0,0,0
664,0,0,0,0
666,0,0,0,0
668,0,0,0,0
670,0,0,0,0
672,0,0,0,0
674,0,0,0,0
676,0,0,0,0
678,0,0,0,0
680,0,0,0,0
682,0,0,0,0
684,0,0,0,0
686,0,0,0,0
688,0,0,0,0
690,0,0,0,0
692,0,0,0,0
694,0,0,0,0
696,0,0,0,0
698,0,0,0,0
700,0,0,0,0
702,0,0,0,0
704,0,0,0,0
706,0,0,0,0
708,0,0,0,0
710,0,0,0,0
712,0,0,0,0
714,0,0,0,0
716,0,0,0,0
718,0,0,0,0
720,0,0,0,0
722,0,0,0,0
724,0,0,0,0
726,0,0,0,0
728,0,0,0,0
730,0,0,0,0
732,0,0,0,0
734,0,0,0,0
736,0,0,0,0
738,0,0,0,0
740,0,0,0,0
742,0,0,0,0
744,0,0,0,0
746,0,0,0,0
748,0,0,0,0
750,0,0,0,0
752,0,0,0,0
754,0,0,0,0
756,0,0,0,0
758,0,0,0,0
760,0,0,0,0
762,0,0,0,0
764,0,0,0,0
766,0,0,0,0
768,0,0,0,0
770,0,0,0,0
772,0,0,0,0
774,0,0,0,0
776,0,0,0,0
778,0,0,0,0
780,0,0,0,0
782,0,0,0,0
784,0,0,0,0
786,0,0,0,0
788,0,0,0,0
790,0,0,0,0
792,0,0,0,0
794,0,0,0,0
796,0,0,0,0
798,0,0,0,0
800,0,0,0,0
802,0,0,0,0
804,0,0,0,0
806,0,0,0,0
808,0,0,0,0
810,0,0,0,0
812,0,0,0,0
814,0,0,0,0
816,0,0,0,0
818,0,0,0,0
820,0,0,0,0
822,0,0,0,0
824,0,0,0,0
826,0,0,0,0
828,0,0,0,0
830,0,0,0,0
832,0,0,0,0
834,0,0,0,0
836,0,0,0,0
838,0,0,0,0
840,0,0,0,0
842,0,0,0,0
844,0,0,0,0
846,0,0,0,0
848,0,0,0,0
850,0,0,0,0
852,0,0,0,0
854,0,0,0,0
856,0,0,0,0
858,0,0,0,0
860,0,0,0,0
862,0,0,0,0
864,0,0,0,0
866,0,0,0,0
868,0,0,0,0
870,0,0,0,0
872,0,0,0,0
874,0,0,0,0
876,0,0,0,0
878,0,0,0,0
880,0,0,0,0
882,0,0,0,0
884,0,0,0,0
886,0,0,0,0
888,0,0,0,0
890,0,0,0,0
892,0,0,0,0
894,0,0,0,0
896,0,0,0,0
898,0,0,0,0
900,0,0,0,0
902,0,0,0,0
904,0,0,0,0
906,0,0,0,0
908,0,0,0,0
910,0,0,0,0
912,0,0,0,0
914,0,0,0,0
916,0,0,0,0
918,0,0,0,0
920,0,0,0,0
922,0,0,0,0
924,0,0,0,0
926,0,0,0,0
928,0,0,0,0
930,0,0,0,0
932,0,0,0,0
934,0,0,0,0
936,0,0,0,0
938,0,0,0,0
940,0,0,0,0
942,0,0,0,0
944,0,0,0,0
946,0,0,0,0
948,0,0,0,0
950,0,0,0,0
952,0,0,0,0
954,0,0,0,0
956,0,0,0,0
958,0,0,0,0
960,0,0,0,0
962,0,0,0,0
964,0,0,0,0
966,0,0,0,0
968,0,0,0,0
970,0,0,0,0
972,0,0,0,0
974,0,0,0,0
976,0,0,0,0
978,0,0,0,0
980,0,0,0,0
982,0,0,0,0
984,0,0,0,0
986,0,0,0,0
988,0,0,0,0
990,0,0,0,0
992,0,0,0,0
994,0,0,0,0
996,0,0,0,0
998,0,0,0,0
1000,0,0,0,0
1002,0,0,0,0
1004,0,0,0,0
1006,0,0,0,0
1008,0,0,0,0
1010,0,0,0,0
1012,0,0,0,0
1014,0,0,0,0
1016,0,0,0,0
1018,0,0,0,0
1020,0,0,0,0
1022,0,0,0,0
1024,0,0,0,0
1026,0,0,0,0
1028,0,0,0,0
1030,0,0,0,0
1032,0,0,0,0
1034,0,0,0,0
1036,0,0,0,0
1038,0,0,0,0
1040,0,0,0,0
1042,0,0,0,0
1044,0,0,0,0
1046,0,0,0,0
1048,0,0,0,0
1050,0,0,0,0
1052,0,0,0,0
1054,0,0,0,0
1056,0,0,0,0
1058,0,0,0,0
1060,0,0,0,0
1062,0,0,0,0
1064,0,0,0,0
1066,0,0,0,0
1068,0,0,0,0
1070,0,0,0,0
1072,0,0,0,0
1074,0,0,0,0
1076,0,0,0,0
1078,0,0,0,0
1080,0,0,0,0
1082,0,0,0,0
1084,0,0,0,0
1086,0,0,0,0
1088,0,0,0,0
1090,0,0,0,0
1092,0,0,0,0
1094,0,0,0,0
1096,0,0,0,0
1098,0,0,0,0
1100,0,0,0,0
1102,0,0,0,0
1104,0,0,0,0
1106,0,0,0,0
1108,0,0,0,0
1110,0,0,0,0
1112,0,0,0,0
1114,0,0,0,0
1116,0,0,0,0
1118,0,0,0,0
1120,0,0,0,0
1122,0,0,0,0
1124,0,0,0,0
1126,0,0,0,0
1128,0,0,0,0
1130,0,0,0,0
1132,0,0,0,0
1134,0,0,0,0
1136,0,0,0,0
1138,0,0,0,0
1140,0,0,0,0
1142,0,0,0,0
1144,0,0,0,0
1146,0,0,0,0
1148,0,0,0,0
1150,0,0,0,0
1152,0,0,0,0
1154,0,0,0,0
1156,0,0,0,0
1158,0,0,0,0
1160,0,0,0,0
1162,0,0,0,0
1164,0,0,0,0
1166,0,0,0,0
1168,0,0,0,0
1170,0,0,0,0
1172,0,0,0,0
1174,0,0,0,0
1176,0,0,0,0
1178,0,0,0,0
1180,0,0,0,0
1182,0,0,0,0
1184,0,0,0,0
1186,0,0,0,0
1188,0,0,0,0
1190,0,0,0,0
1192,0,0,0,0
1194,0,0,0,0
1196,0,0,0,0
1198,0,0,0,0
1200,0,0,0,0
1202,0,0,0,0
1204,0,0,0,0
1206,0,0,0,0
1208,0,0,0,0
1210,0,0,0,0
1212,0,0,0,0
1214,0,0,0,0
1216,0,0,0,0
1218,0,0,0,0
1220,0,0,0,0
1222,0,0,0,0
1224,0,0,0,0
1226,0,0,0,0
1228,0,0,0,0
1230,0,0,0,0
1232,0,0,0,0
1234,0,0,0,0
1236,0,0,0,0
1238,0,0,0,0
1240,0,0,0,0
1242,0,0,0,0
1244,0,0,0,0
1246,0,0,0,0
1248,0,0,0,0
1250,0,0,0,0
1252,0,0,0,0
1254,0,0,0,0
1256,0,0,0,0
1258,0,0,0,0
1260,0,0,0,0
1262,0,0,0,0
1264,0,0,0,0
1266,0,0,0,0
1268,0,0,0,0
1270,0,0,0,0
1272,0,0,0,0
1274,0,0,0,0
1276,0,0,0,0
1278,0,0,0,0
1280,0,0,0,0
1282,0,0,0,0
1284,0,0,0,0
1286,0,0,0,0
1288,0,0,0,0
1290,0,0,0,0
1292,0,0,0,0
1294,0,0,0,0
1296,0,0,0,0
1298,0,0,0,0
1300,0,0,0,0
1302,0,0,0,0
1304,0,0,0,0
1306,0,0,0,0
1308,0,0,0,0
1310,0,0,0,0
1312,0,0,0,0
1314,0,0,0,0
1316,0,0,0,0
1318,0,0,0,0
1320,0,0,0,0
1322,0,0,0,0
1324,0,0,0,0
1326,0,0,0,0
1328,0,0,0,0
1330,0,0,0,0
1332,0,0,0,0
1334,0,0,0,0
1336,0,0,0,0
1338,0,0,0,0
1340,0,0,0,0
1342,0,0,0,0
1344,0,0,0,0
1346,0,0,0,0
1348,0,0,0,0
1350,0,0,0,0
1352,0,0,0,0
1354,0,0,0,0
1356,0,0,0,0
1358,0,0,0,0
1360,0,0,0,0
1362,0,0,0,0
1364,0,0,0,0
1366,0,0,0,0
1368,0,0,0,0
1370,0,0,0,0
1372,0,0,0,0
1374,0,0,0,0
1376,0,0,0,0
1378,0,0,0,0
1380,0,0,0,0
1382,0,0,0,0
1384,0,0,0,0
1386,0,0,0,0
1388,0,0,0,0
1390,0,0,0,0
1392,0,0,0,0
1394,0,0,0,0
1396,0,0,0,0
1398,0,0,0,0
1400,0,0,0,0
1402,0,0,0,0
1404,0,0,0,0
1406,0,0,0,0
1408,0,0,0,0
1410,0,0,0,0
1412,0,0,0,0
1414,0,0,0,0
1416,0,0,0,0
1418,0,0,0,0
1420,0,0,0,0
1422,0,0,0,0
1424,0,0,0,0
1426,0,0,0,0
1428,0,0,0,0
1430,0,0,0,0
1432,0,0,0,0
1434,0,0,0,0
1436,0,0,0,0
1438,0,0,0,0
1440,0,0,0,0
1442,0,0,0,0
1444,0,0,0,0
1446,0,0,0,0
1448,0,0,0,0
1450,0,0,0,0
1452,0,0,0,0
1454,0,0,0,0
1456,0,0,0,0
1458,0,0,0,0
1460,0,0,0,0
1462,0,0,0,0
1464,0,0,0,0
1466,0,0,0,0
1468,0,0,0,0
1470,0,0,0,0
1472,0,0,0,0
1474,0,0,0,0
1476,0,0,0,0
1478,0,0,0,0
1480,0,0,0,0
1482,0,0,0,0
1484,0,0,0,0
1486,0,0,0,0
1488,0,0,0,0
1490,0,0,0,0
1492,0,0,0,0
1494,0,0,0,0
1496,0,0,0,0
1498,0,0,0,0
1500,0,0,0,0
1503,0,0,0,0
1505,0,0,0,0
1508,0,0,0,0
1510,0,0,0,0
1513,0,0,0,0
1515,0,0,0,0
1518,0,0,0,0
1520,0,0,0,0
1523,0,0,0,0
1525,0,0,0,0
1528,0,0,0,0
1530,0,0,0,0
1533,0,0,0,0
1535,0,0,0,0
1538,0,0,0,0
1540,0,0,0,0
1543,0,0,0,0
1545,0,0,0,0
1548,0,0,0,0
1550,0,0,0,0
1553,0,0,0,0
1555,0,0,0,0
1558,0,0,0,0
1560,0,0,0,0
1563,0,0,0,0
1565,0,0,0,0
1568,0,0,0,0
1570,0,0,0,0
1573,0,0,0,0
1575,0,0,0,0
1578,0,0,0,0
1580,0,0,0,0
1583,0,0,0,0
1585,0,0,0,0
1588,0,0,0,0
1590,0,0,0,0
1593,0,0,0,0
1595,0,0,0,0
1598,0,0,0,0
1600,0,0,0,0
1603,0,0,0,0
1605,0,0,0,0
1608,0,0,0,0
1610,0,0,0,0
1613,0,0,0,0
1615,0,0,0,0
1618,0,0,0,0
1620,0,0,0,0
1623,0,0,0,0
1625,0,0,0,0
1628,0,0,0,0
1630,0,0,0,0
1633,0,0,0,0
1635,0,0,0,0
1638,0,0,0,0
1640,0,0,0,0
1643,0,0,0,0
1645,0,0,0,0
1648,0,0,0,0
1650,0,0,0,0
1653,0,0,0,0
1655,0,0,0,0
1658,0,0,0,0
1660,0,0,0,0
1663,0,0,0,0
1665,0,0,0,0
1668,0,0,0,0
1670,0,0,0,0
1673,0,0,0,0
1675,0,0,0,0
1678,0,0,0,0
1680,0,0,0,0
1683,0,0,0,0
1685,0,0,0,0
1688,0,0,0,0
1690,0,0,0,0
1693,0,0,0,0
1695,0,0,0,0
1698,0,0,0,0
1700,0,0,0,0
1703,0,0,0,0
1705,0,0,0,0
1708,0,0,0,0
1710,0,0,0,0
1713,0,0,0,0
1715,0,0,0,0
1718,0,0,0,0
1720,0,0,0,0
1723,0,0,0,0
1725,0,0,0,0
1728,0,0,0,0
1730,0,0,0,0
1733,0,0,0,0
1735,0,0,0,0
1738,0,0,0,0
1740,0,0,0,0
1743,0,0,0,0
1745,0,0,0,0
1748,0,0,0,0
1750,0,0,0,0
1753,0,0,0,0
1755,0,0,0,0
1758,0,0,0,0
1760,0,0,0,0
1763,0,0,0,0
1765,0,0,0,0
1768,0,0,0,0
1770,0,0,0,0
1773,0,0,0,0
1775,0,0,0,0
1778,0,0,0,0
1780,0,0,0,0
1783,0,0,0,0
1785,0,0,0,0
1788,0,0,0,0
1790,0,0,0,0
1793,0,0,0,0
1795,0,0,0,0
1798,0,0,0,0
1800,0,0,0,0
1803,0,0,0,0
1805,0,0,0,0
1808,0,0,0,0
1810,0,0,0,0
1813,0,0,0,0
1815,0,0,0,0
1818,0,0,0,0
1820,0,0,0,0
1823,0,0,0,0
1825,0,0,0,0
1828,0,0,0,0
1830,0,0,0,0
1833,0,0,0,0
1835,0,0,0,0
1838,0,0,0,0
1840,0,0,0,0
1843,0,0,0,0
1845,0,0,0,0
1848,0,0,0,0
1850,0,0,0,0
1853,0,0,0,0
1855,0,0,0,0
1858,0,0,0,0
1860,0,0,0,0
1863,0,0,0,0
1865,0,0,0,0
1868,0,0,0,0
1870,0,0,0,0
1873,0,0,0,0
1875,0,0,0,0
1878,0,0,0,0
1880,0,0,0,0
1883,0,0,0,0
1885,0,0,0,0
1888,0,0,0,0
1890,0,0,0,0
1893,0,0,0,0
1895,0,0,0,0
1898,0,0,0,0
1900,0,0,0,0
1903,0,0,0,0
1905,0,0,0,0
1908,0,0,0,0
1910,0,0,0,0
1913,0,0,0,0
1915,0,0,0,0
1918,0,0,0,0
1920,0,0,0,0
1923,0,0,0,0
1925,0,0,0,0
1928,0,0,0,0
1930,0,0,0,0
1933,0,0,0,0
1935,0,0,0,0
1938,0,0,0,0
1940,0,0,0,0
1943,0,0,0,0
1945,0,0,0,0
1948,0,0,0,0
1950,0,0,0,0
1953,0,0,0,0
1955,0,0,0,0
1958,0,0,0,0
1960,0,0,0,0
1963,0,0,0,0
1965,0,0,0,0
1968,0,0,0,0
1970,0,0,0,0
1973,0,0,0,0
1975,0,0,0,0
1978,0,0,0,0
1980,0,0,0,0
1983,0,0,0,0
1985,0,0,0,0
1988,0,0,0,0
1990,0,0,0,0
1993,0,0,0,0
1995,0,0,0,0
1998,0,0,0,0
2000,0,0,0,0
2003,0,0,0,0
2005,0,0,0,0
2008,0,0,0,0
2010,0,0,0,0
2013,0,0,0,0
2015,0,0,0,0
2018,0,0,0,0
2020,0,0,0,0
2023,0,0,0,0
2025,0,0,0,0
2028,0,0,0,0
2030,0,0,0,0
2033,0,0,0,0
2035,0,0,0,0
2038,0,0,0,0
2040,0,0,0,0
2043,0,0,0,0
2045,0,0,0,0
2048,0,0,0,0
2050,0,0,0,0
2053,0,0,0,0
2055,0,0,0,0
2058,0,0,0,0
2060,0,0,0,0
2063,0,0,0,0
2065,0,0,0,0
2068,0,0,0,0
2070,0,0,0,0
2073,0,0,0,0
2075,0,0,0,0
2078,0,0,0,0
2080,0,0,0,0
2083,0,0,0,0
2085,0,0,0,0
2088,0,0,0,0
2090,0,0,0,0
2093,0,0,0,0
2095,0,0,0,0
2098,0,0,0,0
2100,0,0,0,0
2103,0,0,0,0
2105,0,0,0,0
2108,0,0,0,0
2110,0,0,0,0
2113,0,0,0,0
2115,0,0,0,0
2118,0,0,0,0
2120,0,0,0,0
2123,0,0,0,0
2125,0,0,0,0
2128,0,0,0,0
2130,0,0,0,0
2133,0,0,0,0
2135,0,0,0,0
2138,0,0,0,0
2140,0,0,0,0
2143,0,0,0,0
2145,0,0,0,0
2148,0,0,0,0
2150,0,0,0,0
2153,0,0,0,0
2155,0,0,0,0
2158,0,0,0,0
2160,0,0,0,0
2163,0,0,0,0
2165,0,0,0,0
2168,0,0,0,0
2170,0,0,0,0
2173,0,0,0,0
2175,0,0,0,0
2178,0,0,0,0
2180,0,0,0,0
2183,0,0,0,0
2185,0,0,0,0
2188,0,0,0,0
2190,0,0,0,0
2193,0,0,0,0
2195,0,0,0,0
2198,0,0,0,0
2200,0,0,0,0
2203,0,0,0,0
2205,0,0,0,0
2208,0,0,0,0
2210,0,0,0,0
2213,0,0,0,0
2215,0,0,0,0
2218,0,0,0,0
2220,0,0,0,0
2223,0,0,0,0
2225,0,0,0,0
2228,0,0,0,0
2230,0,0,0,0
2233,0,0,0,0
2235,0,0,0,0
2238,0,0,0,0
2240,0,0,0,0
2243,0,0,0,0
2245,0,0,0,0
2248,0,0,0,0
2250,0,0,0,0
2253,0,0,0,0
2255,0,0,0,0
2258,0,0,0,0
2260,0,0,0,0
2263,0,0,0,0
2265,0,0,0,0
2268,0,0,0,0
2270,0,0,0,0
2273,0,0,0,0
2275,0,0,0,0
2278,0,0,0,0
2280,0,0,0,0
2283,0,0,0,0
2285,0,0,0,0
2288,0,0,0,0
2290,0,0,0,0
2293,0,0,0,0
2295,0,0,0,0
2298,0,0,0,0
2300,0,0,0,0
2303,0,0,0,0
2305,0,0,0,0
2308,0,0,0,0
2310,0,0,0,0
2313,0,0,0,0
2315,0,0,0,0
2318,0,0,0,0
2320,0,0,0,0
2323,0,0,0,0
2325,0,0,0,0
2328,0,0,0,0
2330,0,0,0,0
2333,0,0,0,0
2335,0,0,0,0
2338,0,0,0,0
2340,0,0,0,0
2343,0,0,0,0
2345,0,0,0,0
2348,0,0,0,0
2350,0,0,0,0
2353,0,0,0,0
2355,0,0,0,0
2358,0,0,0,0
2360,0,0,0,0
2363,0,0,0,0
2365,0,0,0,0
2368,0,0,0,0
2370,0,0,0,0
2373,0,0,0,0
2375,0,0,0,0
2378,0,0,0,0
2380,0,0,0,0
2383,0,0,0,0
2385,0,0,0,0
2388,0,0,0,0
2390,0,0,0,0
2393,0,0,0,0
2395,0,0,0,0
2398,0,0,0,0
2400,0,0,0,0
2403,0,0,0,0
2405,0,0,0,0
2408,0,0,0,0
2410,0,0,0,0
2413,0,0,0,0
2415,0,0,0,0
2418,0,0,0,0
2420,0,0,0,0
2423,0,0,0,0
2425,0,0,0,0
2428,0,0,0,0
2430,0,0,0,0
2433,0,0,0,0
2435,0,0,0,0
2438,0,0,0,0
2440,0,0,0,0
2443,0,0,0,0
2445,0,0,0,0
2448,0,0,0,0
2450,0,0,0,0
2453,0,0,0,0
2455,0,0,0,0
2458,0,0,0,0
2460,0,0,0,0
2463,0,0,0,0
2465,0,0,0,0
2468,0,0,0,0
2470,0,0,0,0
2473,0,0,0,0
2475,0,0,0,0
2478,0,0,0,0
2480,0,0,0,0
2483,0,0,0,0
2485,0,0,0,0
2488,0,0,0,0
2490,0,0,0,0
2493,0,0,0,0
2495,0,0,0,0
2498,0,0,0,0
2500,0,0,0,0
2503,0,0,0,0
2505,0,0,0,0
2508,0,0,0,0
2510,0,0,0,0
2513,0,0,0,0
2515,0,0,0,0
2518,0,0,0,0
2520,0,0,0,0
2523,0,0,0,0
2525,0,0,0,0
2528,0,0,0,0
2530,0,0,0,0
2533,0,0,0,0
2535,0,0,0,0
2538,0,0,0,0
2540,0,0,0,0
2543,0,0,0,0
2545,0,0,0,0
2548,0,0,0,0
2550,0,0,0,0
2553,0,0,0,0
2555,0,0,0,0
2558,0,0,0,0
2560,0,0,0,0
2563,0,0,0,0
2565,0,0,0,0
2568,0,0,0,0
2570,0,0,0,0
2573,0,0,0,0
2575,0,0,0,0
2578,0,0,0,0
2580,0,0,0,0
2583,0,0,0,0
2585,0,0,0,0
2588,0,0,0,0
2590,0,0,0,0
2593,0,0,0,0
2595,0,0,0,0
2598,0,0,0,0
2600,0,0,0,0
2603,0,0,0,0
2605,0,0,0,0
2608,0,0,0,0
2610,0,0,0,0
2613,0,0,0,0
2615,0,0,0,0
2618,0,0,0,0
2620,0,0,0,0
2623,0,0,0,0
2625,0,0,0,0
2628,0,0,0,0
2630,0,0,0,0
2633,0,0,0,0
2635,0,0,0,0
2638,0,0,0,0
2640,0,0,0,0
2643,0,0,0,0
2645,0,0,0,0
2648,0,0,0,0
2650,0,0,0,0
2653,0,0,0,0
2655,0,0,0,0
2658,0,0,0,0
2660,0,0,0,0
2663,0,0,0,0
2665,0,0,0,0
2668,0,0,0,0
2670,0,0,0,0
2673,0,0,0,0
2675,0,0,0,0
2678,0,0,0,0
2680,0,0,0,0
2683,0,0,0,0
2685,0,0,0,0
2688,0,0,0,0
2690,0,0,0,0
2693,0,0,0,0
2695,0,0,0,0
2698,0,0,0,0
2700,0,0,0,0
2703,0,0,0,0
2705,0,0,0,0
2708,0,0,0,0
2710,0,0,0,0
2713,0,0,0,0
2715,0,0,0,0
2718,0,0,0,0
2720,0,0,0,0
2723,0,0,0,0
2725,0,0,0,0
2728,0,0,0,0
2730,0,0,0,0
2733,0,0,0,0
2735,0,0,0,0
2738,0,0,0,0
2740,0,0,0,0
2743,0,0,0,0
2745,0,0,0,0
2748,0,0,0,0
2750,0,0,0,0
2753,0,0,0,0
2755,0,0,0,0
2758,0,0,0,0
2760,0,0,0,0
2763,0,0,0,0
2765,0,0,0,0
2768,0,0,0,0
2770,0,0,0,0
2773,0,0,0,0
2775,0,0,0,0
2778,0,0,0,0
2780,0,0,0,0
2783,0,0,0,0
2785,0,0,0,0
2788,0,0,0,0
2790,0,0,0,0
2793,0,0,0,0
2795,0,0,0,0
2798,0,0,0,0
2800,0,0,0,0
2803,0,0,0,0
2805,0,0,0,0
2808,0,0,0,0
2810,0,0,0,0
2813,0,0,0,0
2815,0,0,0,0
2818,0,0,0,0
2820,0,0,0,0
2823,0,0,0,0
2825,0,0,0,0
2828,0,0,0,0
2830,0,0,0,0
2833,0,0,0,0
2835,0,0,0,0
2838,0,0,0,0
2840,0,0,0,0
2843,0,0,0,0
2845,0,0,0,0
2848,0,0,0,0
2850,0,0,0,0
2853,0,0,0,0
2855,0,0,0,0
2858,0,0,0,0
2860,0,0,0,0
2863,0,0,0,0
2865,0,0,0,0
2868,0,0,0,0
2870,0,0,0,0
2873,0,0,0,0
2875,0,0,0,0
2878,0,0,0,0
2880,0,0,0,0
2883,0,0,0,0
2885,0,0,0,0
2888,0,0,0,0
2890,0,0,0,0
2893,0,0,0,0
2895,0,0,0,0
2898,0,0,0,0
2900,0,0,0,0
2903,0,0,0,0
2905,0,0,0,0
2908,0,0,0,0
2910,0,0,0,0
2913,0,0,0,0
2915,0,0,0,0
2918,0,0,0,0
2920,0,0,0,0
2923,0,0,0,0
2925,0,0,0,0
2928,0,0,0,0
2930,0,0,0,0
2933,0,0,0,0
2935,0,0,0,0
2938,0,0,0,0
2940,0,0,0,0
2943,0,0,0,0
2945,0,0,0,0
2948,0,0,0,0
2950,0,0,0,0
2953,0,0,0,0
2955,0,0,0,0
2958,0,0,0,0
2960,0,0,0,0
2963,0,0,0,0
2965,0,0,0,0
2968,0,0,0,0
2970,0,0,0,0
2973,0,0,0,0
2975,0,0,0,0
2978,0,0,0,0
2980,0,0,0,0
2983,0,0,0,0
2985,0,0,0,0
2988,0,0,0,0
2990,0,0,0,0
2993,0,0,0,0
2995,0,0,0,0
2998,0,0,0,0
3000,0,0,0,0
3005,0,0,0,0
3010,0,0,0,0
3015,0,0,0,0
3020,0,0,0,0
3025,0,0,0,0
3030,0,0,0,0
3035,0,0,0,0
3040,0,0,0,0
3045,0,0,0,0
3050,0,0,0,0
3055,0,0,0,0
3060,0,0,0,0
3065,0,0,0,0
3070,0,0,0,0
3075,0,0,0,0
3080,0,0,0,0
3085,0,0,0,0
3090,0,0,0,0
3095,0,0,0,0
3100,0,0,0,0
3105,0,0,0,0
3110,0,0,0,0
3115,0,0,0,0
3120,0,0,0,0
3125,0,0,0,0
3130,0,0,0,0
3135,0,0,0,0
3140,0,0,0,0
3145,0,0,0,0
3150,0,0,0,0
3155,0,0,0,0
3160,0,0,0,0
3165,0,0,0,0
3170,0,0,0,0
3175,0,0,0,0
3180,0,0,0,0
3185,0,0,0,0
3190,0,0,0,0
3195,0,0,0,0
3200,0,0,0,0
3205,0,0,0,0
3210,0,0,0,0
3215,0,0,0,0
3220,0,0,0,0
3225,0,0,0,0
3230,0,0,0,0
3235,0,0,0,0
3240,0,0,0,0
3245,0,0,0,0
3250,0,0,0,0
3255,0,0,0,0
3260,0,0,0,0
3265,0,0,0,0
3270,0,0,0,0
3275,0,0,0,0
3280,0,0,0,0
3285,0,0,0,0
3290,0,0,0,0
3295,0,0,0,0
3300,0,0,0,0
3305,0,0,0,0
3310,0,0,0,0
3315,0,0,0,0
3320,0,0,0,0
3325,0,0,0,0
3330,0,0,0,0
3335,0,0,0,0
3340,0,0,0,0
3345,0,0,0,0
3350,0,0,0,0
3355,0,0,0,0
3360,0,0,0,0
3365,0,0,0,0
3370,0,0,0,0
3375,0,0,0,0
3380,0,0,0,0
3385,0,0,0,0
3390,0,0,0,0
3395,0,0,0,0
3400,0,0,0,0
3405,0,0,0,0
3410,0,0,0,0
3415,0,0,0,0
3420,0,0,0,0
3425,0,0,0,0
3430,0,0,0,0
3435,0,0,0,0
3440,0,0,0,0
3445,0,0,0,0
3450,0,0,0,0
3455,0,0,0,0
3460,0,0,0,0
3465,0,0,0,0
3470,0,0,0,0
3475,0,0,0,0
3480,0,0,0,0
3485,0,0,0,0
3490,0,0,0,0
3495,0,0,0,0
3500,0,0,0,0
3505,0,0,0,0
3510,0,0,0,0
3515,0,0,0,0
3520,0,0,0,0
3525,0,0,0,0
3530,0,0,0,0
3535,0,0,0,0
3540,0,0,0,0
3545,0,0,0,0
3550,0,0,0,0
3555,0,0,0,0
3560,0,0,0,0
3565,0,0,0,0
3570,0,0,0,0
3575,0,0,0,0
3580,0,0,0,0
